distance_km,hour_of_day,day_of_week,is_raining,travel_time_minutes,road_qualities,congestion_levels,type_of_road,checkpoints
15.58,18,5,0,29.35,2,3,0,0
2.63,17,0,1,10.3,1,5,1,0
15.24,19,1,0,56.73,1,3,0,2
27.89,15,0,0,59.8,2,4,0,4
4.06,7,2,0,12.51,1,2,1,4
23.17,9,6,0,57.61,2,4,0,3
12.88,12,6,0,24.74,2,5,0,0
20.0,20,2,0,40.87,1,5,0,1
8.55,20,6,0,17.1,1,3,1,3
5.63,11,1,0,13.97,1,1,0,3
5.65,8,1,1,26.67,1,1,0,2
3.04,11,5,0,12.34,2,5,0,3
6.38,21,6,0,15.21,2,5,0,1
20.26,7,2,0,43.68,0,2,0,4
26.57,12,4,0,53.92,2,5,0,3
24.61,16,3,0,62.16,0,5,0,2
20.87,12,5,0,31.76,1,2,0,0
4.2,9,3,0,14.76,0,4,1,1
9.39,12,2,1,22.38,2,4,0,0
9.98,9,6,0,24.57,2,2,0,3
8.25,17,6,0,24.4,1,2,0,4
15.94,10,3,0,53.13,1,4,0,2
16.53,10,4,0,42.41,1,4,0,1
11.35,8,6,0,31.92,2,4,0,4
11.26,16,4,0,21.79,1,4,0,1
25.03,12,0,0,48.12,1,3,0,2
23.89,22,1,0,36.54,2,2,0,2
9.93,14,3,0,21.35,1,1,0,3
27.5,14,6,1,84.37,0,3,0,1
28.63,15,4,0,49.34,1,1,0,3
10.48,18,6,0,18.89,2,1,0,1
11.28,20,1,0,22.17,2,5,0,1
15.66,10,1,0,48.43,0,2,1,0
28.29,8,0,0,115.81,1,3,0,3
26.41,13,1,0,48.61,1,2,0,1
3.97,15,1,0,10.5,1,4,0,1
12.39,18,5,0,26.69,1,2,0,2
17.05,8,2,0,42.42,1,1,0,0
15.59,13,6,0,32.8,1,4,0,2
6.62,14,0,0,15.06,2,2,0,3
25.91,17,0,1,86.08,1,2,1,3
20.63,16,3,0,20.94,2,1,1,1
25.3,7,1,0,59.12,1,4,0,4
25.9,14,3,0,43.45,1,1,0,2
22.7,7,5,0,42.57,1,2,0,3
13.74,7,4,0,24.37,1,3,0,1
18.71,8,1,0,62.5,2,3,0,1
5.65,21,4,0,15.03,2,5,0,2
20.54,9,2,0,63.99,1,3,0,1
6.2,15,5,0,10.73,2,4,0,0
21.12,16,1,0,47.22,2,5,0,4
7.66,22,3,0,20.35,0,4,0,2
4.41,21,3,0,11.19,1,3,0,2
5.79,18,1,0,24.99,1,3,0,2
1.06,7,6,0,3.46,2,2,0,1
21.84,7,3,0,45.38,1,4,0,1
22.24,19,6,0,40.8,1,1,0,2
15.93,9,1,0,59.63,1,2,0,2
5.68,22,0,0,11.52,1,4,0,0
3.42,18,3,1,21.69,2,5,0,3
1.55,9,6,1,4.39,1,4,0,0
5.81,8,1,0,21.59,1,5,1,2
26.83,17,1,1,106.04,2,5,0,1
8.0,13,6,0,15.21,1,3,0,1
11.27,7,3,0,20.72,1,1,0,2
4.06,11,0,1,16.08,2,4,0,3
7.45,15,3,0,17.76,2,1,0,4
16.06,17,1,0,68.89,1,5,0,4
18.62,15,0,0,30.65,1,3,0,0
8.12,15,4,0,17.78,2,1,0,3
2.67,8,2,0,15.23,1,2,0,4
12.34,15,3,0,31.22,2,5,0,3
7.79,14,5,0,14.65,2,2,0,1
7.37,19,1,0,19.19,1,1,0,1
28.84,7,0,0,41.58,2,1,0,3
18.87,10,6,1,49.74,1,1,0,2
17.15,13,6,0,40.5,2,4,0,4
13.06,12,6,0,32.49,2,5,0,4
13.44,11,0,0,30.85,1,5,0,1
16.69,16,4,0,36.15,1,5,0,0
21.2,17,3,0,72.77,1,4,0,4
21.36,15,5,0,37.78,0,1,0,1
5.98,19,6,0,14.4,1,1,0,1
15.5,8,0,1,64.01,2,2,0,3
12.95,20,6,0,30.77,1,4,0,3
26.25,11,4,0,51.62,1,3,0,3
19.31,15,1,0,36.62,2,4,0,0
16.44,17,6,0,40.03,1,2,0,4
4.35,12,4,0,6.44,2,2,0,0
18.56,22,3,0,30.66,1,2,0,0
4.4,6,6,0,10.74,1,1,1,3
10.78,20,4,0,20.53,1,3,0,1
5.14,6,0,0,11.86,2,2,0,2
21.07,10,0,0,77.46,0,5,0,1
6.98,20,2,1,16.73,1,1,0,1
12.36,8,4,0,32.02,1,3,1,1
26.97,6,1,0,57.15,2,5,0,1
6.93,13,6,0,10.67,0,3,1,0
15.73,17,5,0,39.26,2,3,0,3
13.16,17,5,0,38.55,2,5,0,3
1.53,18,3,0,7.04,1,4,0,1
23.99,6,2,0,33.3,1,3,1,2
3.0,11,4,0,12.49,1,4,1,4
14.75,13,1,1,31.71,1,3,1,1
17.26,9,2,0,69.9,1,5,0,1
19.22,10,0,0,62.04,0,3,0,2
20.97,12,3,0,35.83,1,2,0,0
8.34,9,6,1,25.87,1,2,0,1
1.29,9,6,0,6.87,1,3,0,2
21.98,20,6,0,45.6,1,5,0,0
16.53,10,4,0,64.17,2,5,0,0
25.25,14,5,0,37.38,1,1,0,1
24.82,7,1,0,40.02,1,5,1,0
25.46,12,6,0,63.43,0,4,0,1
15.07,22,6,0,27.37,1,3,0,1
10.68,21,0,0,23.31,1,2,0,3
23.96,22,2,0,54.95,1,5,0,4
14.09,7,6,0,31.93,1,2,0,4
6.32,16,3,0,14.09,2,1,0,3
25.79,7,2,0,43.55,2,3,0,1
26.59,6,5,0,67.71,0,5,0,2
14.52,7,2,0,20.9,2,2,0,0
3.2,14,1,1,15.3,0,5,0,3
12.25,7,0,0,25.77,1,1,0,3
24.3,20,4,1,63.12,1,2,0,3
27.15,15,1,1,64.93,1,2,0,3
6.9,20,5,0,21.06,1,3,0,4
2.94,15,3,1,9.46,2,3,0,1
26.44,22,5,0,48.68,1,2,0,3
12.29,14,5,0,29.39,1,3,0,3
16.71,9,2,0,52.59,1,2,1,3
29.07,14,3,0,65.97,1,4,0,2
2.93,21,1,0,9.81,0,5,1,2
19.8,9,5,0,30.9,1,4,1,0
3.15,21,1,0,8.08,1,4,0,1
11.89,6,6,0,31.73,1,5,0,3
24.31,11,6,0,44.3,0,2,0,0
13.57,15,6,0,20.27,1,2,0,0
29.92,21,4,0,60.26,1,3,0,1
17.21,9,2,1,55.0,1,1,0,2
10.31,18,1,0,25.87,1,2,1,1
7.38,21,6,0,16.75,1,5,0,0
11.17,11,6,1,26.5,1,1,0,1
11.8,16,3,0,29.07,1,5,0,2
2.99,8,5,0,5.36,2,5,1,0
11.72,15,6,0,26.09,1,5,0,1
14.46,6,4,0,27.42,2,1,0,3
21.96,16,3,1,65.45,1,4,0,3
20.05,17,2,0,69.01,2,5,0,1
21.55,19,4,0,54.38,2,3,1,1
1.24,13,4,0,5.81,2,2,0,2
7.31,16,4,0,10.24,2,2,0,0
20.19,9,5,0,46.35,0,2,0,1
15.04,12,6,1,33.99,0,1,1,0
1.15,15,0,1,8.65,1,3,0,3
24.33,9,4,0,91.67,1,3,0,0
23.41,7,3,0,47.83,2,3,0,4
16.9,19,3,0,61.39,0,3,0,2
2.93,21,2,0,8.97,2,3,0,2
23.23,16,1,0,47.33,1,4,0,0
17.93,15,1,0,33.25,1,3,0,2
23.68,22,0,1,49.09,2,3,0,0
22.8,19,5,0,50.41,0,1,0,0
24.29,9,6,0,49.92,1,1,0,3
16.02,7,5,0,35.73,0,3,0,0
5.07,12,6,0,12.8,2,4,0,2
20.46,14,4,0,45.08,2,3,0,4
18.99,21,6,0,35.1,2,3,0,1
22.53,21,0,0,47.05,1,3,0,2
5.93,16,2,0,19.85,1,5,0,4
6.65,12,2,0,17.91,0,4,0,2
26.82,14,1,0,51.28,1,2,0,4
22.75,9,2,0,73.56,1,3,0,2
27.34,18,4,0,73.0,1,2,0,1
23.0,9,3,0,71.39,1,4,1,3
18.32,7,2,1,43.37,1,3,1,3
19.97,14,0,0,24.23,1,2,1,1
26.78,17,4,0,80.56,1,2,0,2
17.79,7,2,1,49.35,1,4,1,4
19.34,11,5,0,36.96,1,3,0,0
5.54,10,6,0,19.0,0,5,0,2
14.74,10,2,0,48.63,2,4,0,1
21.78,10,5,0,61.03,1,5,0,3
8.86,9,4,1,34.11,2,3,1,3
6.87,14,2,0,16.22,1,2,0,2
10.1,15,5,0,22.28,1,4,1,4
8.0,21,3,0,21.39,0,4,0,1
7.23,15,1,0,13.16,1,4,1,1
13.32,15,4,0,28.38,1,1,0,4
27.33,15,5,0,65.04,0,3,0,4
15.7,11,0,0,23.74,2,1,0,2
6.45,22,2,0,17.49,1,4,0,2
3.23,10,5,1,14.01,1,4,0,3
21.19,11,6,0,47.0,1,5,0,3
12.1,20,5,0,25.75,1,1,0,4
24.83,9,5,0,42.86,2,2,0,0
20.13,13,6,1,54.86,1,3,0,0
24.09,21,1,0,45.1,0,2,0,0
8.89,8,6,0,17.97,1,2,0,1
21.08,15,6,0,44.08,1,3,0,2
8.66,7,0,0,20.8,1,4,1,4
28.23,9,6,0,72.49,1,5,0,3
19.45,11,0,0,32.62,2,4,0,0
10.41,16,3,0,24.69,1,4,0,3
8.82,19,6,0,20.05,1,1,0,2
6.54,21,1,0,18.67,2,2,0,4
21.14,7,6,1,59.51,0,2,0,0
7.34,22,5,1,16.83,1,2,0,0
18.26,14,4,0,33.16,2,5,1,4
8.67,22,1,0,23.28,1,5,0,3
20.2,20,6,0,35.39,1,5,1,2
24.63,12,1,1,61.67,1,3,0,2
23.56,8,0,0,69.9,2,5,0,2
23.06,6,3,1,50.06,1,1,0,3
6.44,9,3,0,25.2,2,1,0,3
3.56,13,1,0,7.36,1,4,0,0
21.27,11,1,0,58.06,0,4,0,3
11.68,6,6,0,25.17,1,4,0,1
13.54,13,2,1,43.04,1,4,0,4
1.9,6,5,0,8.52,2,1,0,3
8.53,16,0,0,19.44,2,4,0,2
1.98,20,5,0,8.99,1,1,0,3
26.5,16,4,0,66.37,0,5,0,0
8.06,15,4,0,25.92,1,5,0,4
17.16,17,3,0,58.73,1,3,0,4
2.13,6,0,1,9.53,1,4,0,2
20.34,12,5,0,47.72,2,5,0,4
10.37,22,3,0,24.62,0,5,0,1
27.04,15,4,0,56.9,1,2,0,4
26.76,11,1,0,47.79,2,2,0,2
10.43,22,0,0,24.51,1,1,0,4
27.13,10,0,0,71.75,2,3,0,3
29.89,22,5,0,44.02,2,2,0,0
24.94,21,6,0,51.41,1,3,0,3
25.5,13,2,0,50.8,1,5,0,1
8.22,18,5,0,17.36,1,1,0,1
17.72,21,1,1,46.04,2,3,0,0
2.95,16,6,0,5.3,1,2,0,0
3.75,11,6,0,8.05,2,5,0,0
29.97,8,6,0,69.1,1,4,0,0
10.47,6,1,0,28.73,1,5,0,4
22.7,10,3,0,63.14,2,2,0,3
24.39,18,0,0,65.95,1,2,0,1
25.88,15,3,0,57.93,2,4,0,4
29.93,10,1,0,94.29,1,5,0,0
8.0,19,2,0,25.04,1,3,1,2
2.17,22,0,0,7.62,1,3,0,2
12.92,6,1,0,32.59,2,5,0,3
4.77,7,2,0,7.55,2,3,1,1
1.65,12,5,0,4.92,2,5,0,1
11.45,15,4,0,30.9,1,5,0,3
23.73,12,6,0,49.32,0,2,0,0
17.42,21,1,0,28.31,1,1,0,0
10.07,10,4,0,31.37,1,2,0,1
19.98,17,3,0,67.28,2,3,0,1
7.73,22,4,0,12.12,2,1,0,1
1.42,21,1,1,3.88,1,5,0,0
23.17,21,4,0,43.97,2,3,0,2
19.09,20,6,1,52.61,2,4,0,3
23.11,17,0,0,51.77,2,3,1,3
2.13,15,1,0,11.37,1,1,0,4
25.28,7,2,1,62.61,2,1,0,4
18.97,12,4,0,43.05,1,5,0,2
17.34,18,0,0,65.38,0,4,0,1
19.11,8,6,0,45.59,1,5,1,2
26.07,20,3,0,59.2,1,4,0,4
18.02,6,3,0,46.57,1,4,0,4
17.85,8,6,1,66.97,0,5,0,3
29.73,15,4,1,84.96,2,3,0,2
22.95,20,3,0,38.28,1,2,0,0
13.83,11,2,0,33.92,1,4,0,4
21.51,20,1,0,36.59,1,1,0,3
12.29,12,0,1,29.28,1,5,1,1
7.64,10,5,0,23.36,0,3,0,2
18.31,9,4,0,68.16,1,4,0,4
27.92,8,3,0,73.29,2,3,0,0
27.95,22,1,0,49.77,2,5,1,4
10.92,7,5,0,15.92,1,1,0,0
16.3,18,2,1,65.48,1,4,0,2
7.14,20,3,0,14.78,1,4,0,0
29.87,10,3,1,112.41,1,3,0,0
29.45,8,0,0,104.64,1,5,0,3
19.84,10,2,0,64.86,2,2,0,2
24.33,10,2,0,80.56,1,4,1,4
21.74,10,4,0,69.14,2,1,0,1
18.2,8,5,1,58.98,1,4,0,2
2.55,8,0,0,10.78,1,4,0,2
14.19,9,4,0,36.86,1,2,0,1
20.57,6,0,0,30.69,1,2,1,4
20.65,21,2,0,46.57,1,5,0,3
11.82,13,0,1,34.39,1,4,0,4
28.31,22,0,0,54.95,1,4,0,1
5.85,13,0,0,19.47,1,3,0,4
15.51,12,1,0,39.5,0,3,0,2
21.04,13,1,0,39.74,1,1,0,3
21.22,17,5,0,23.13,1,1,1,0
19.81,21,5,0,32.13,1,3,1,4
8.98,17,6,0,17.33,1,1,0,0
5.53,15,2,0,17.64,1,4,0,3
19.44,12,0,1,39.38,2,2,0,0
18.38,17,2,0,74.03,2,4,0,4
6.2,10,1,0,16.51,2,3,0,1
21.45,21,0,1,59.17,1,5,0,2
14.2,14,4,0,35.76,1,5,0,2
20.37,12,1,1,42.28,2,3,0,0
25.28,19,1,1,91.5,1,4,0,2
5.92,16,1,0,13.94,0,1,0,2
1.56,12,6,0,4.21,1,1,0,1
23.59,15,0,0,52.04,1,5,0,0
18.68,14,5,0,32.65,1,3,0,1
21.29,9,3,0,56.7,1,3,0,1
25.31,21,4,0,43.62,1,2,0,3
24.28,15,4,0,47.72,2,5,0,0
28.87,22,2,0,38.55,1,3,1,1
16.54,14,0,0,36.02,1,2,0,4
15.17,18,5,1,43.92,2,1,0,2
12.65,6,1,0,28.67,0,5,0,0
5.46,7,3,0,16.99,2,5,0,3
17.61,18,0,1,79.67,1,3,0,1
9.03,14,0,0,23.06,1,3,0,4
27.72,12,6,0,49.44,2,4,0,2
17.91,21,5,0,29.68,1,1,0,2
18.19,12,3,0,43.55,0,1,0,4
11.29,11,1,0,22.18,0,2,0,0
2.51,16,0,0,8.2,1,2,0,2
1.92,17,4,0,9.92,2,4,0,2
13.28,15,4,0,22.65,1,1,0,2
3.45,18,3,1,16.5,1,2,0,1
18.6,17,1,0,48.25,2,1,0,1
26.55,15,3,1,53.54,1,1,0,2
26.6,9,0,0,72.13,2,2,0,3
20.11,10,6,0,33.61,1,3,1,2
7.13,10,6,1,21.69,0,3,0,0
26.03,17,4,0,77.93,1,2,0,3
26.7,8,6,0,58.59,2,4,0,0
6.7,13,2,0,19.49,1,5,1,4
22.39,7,3,0,38.74,1,1,0,4
9.31,14,6,0,18.43,1,5,1,1
24.28,18,2,0,84.57,1,2,0,1
29.92,12,2,0,50.62,1,1,0,1
1.87,15,5,0,11.32,2,5,0,4
27.02,14,4,0,46.03,1,3,0,0
19.06,20,3,0,42.14,1,4,0,3
29.23,10,2,1,119.8,1,5,0,1
14.49,17,0,0,56.75,1,4,0,4
25.57,6,6,0,46.41,2,3,0,1
2.81,17,5,0,10.7,0,5,0,2
10.72,11,1,0,22.36,2,2,0,3
2.94,21,6,0,4.02,1,1,0,0
29.28,8,6,0,60.87,2,3,0,1
24.69,15,6,0,48.24,0,4,1,2
25.72,18,5,0,59.31,2,4,0,2
28.2,8,1,0,88.09,1,3,0,3
3.47,8,4,0,17.03,2,2,0,4
12.18,17,3,0,52.94,1,2,0,4
3.06,12,3,0,6.63,1,4,1,1
7.11,13,1,0,14.69,1,3,0,1
7.65,14,6,0,21.4,2,3,0,4
14.6,19,0,1,58.23,1,1,0,0
8.79,10,1,1,41.4,2,4,0,0
3.93,21,1,1,12.74,1,2,0,2
5.86,17,3,0,24.68,2,5,0,3
5.27,9,2,0,15.68,1,2,0,0
29.22,13,0,0,49.73,1,2,0,1
23.02,12,3,0,46.12,1,5,0,0
29.07,20,5,0,71.09,0,4,0,3
13.75,11,1,0,21.76,1,1,0,1
9.07,10,2,0,37.13,1,2,0,3
24.15,19,0,0,76.98,2,2,0,4
10.46,18,4,1,38.78,2,4,0,3
9.68,15,0,0,28.83,0,4,0,3
7.74,9,0,0,24.86,1,3,1,3
4.76,13,6,0,10.93,1,4,0,1
8.44,16,1,1,28.12,1,4,0,3
11.3,22,1,0,26.47,0,2,0,3
20.55,16,4,1,40.16,2,1,0,2
2.81,21,4,0,6.17,2,2,0,1
7.1,17,4,0,28.79,1,4,0,3
24.46,18,3,0,73.3,1,3,0,0
5.26,21,3,0,11.1,1,1,1,3
10.94,6,1,1,23.81,2,3,1,0
26.08,21,1,1,81.62,0,5,0,4
5.49,20,4,0,17.41,1,3,0,4
3.4,11,3,0,7.79,2,3,0,1
15.05,17,2,0,58.87,1,4,0,1
9.77,13,3,1,27.75,1,4,1,4
17.34,12,1,0,35.99,0,4,1,1
24.31,7,3,0,31.89,2,4,1,0
4.98,17,1,0,16.63,1,4,1,0
17.84,19,4,0,47.08,2,3,0,2
15.66,21,6,0,30.56,2,5,0,1
5.18,16,4,0,9.27,2,4,1,1
19.1,14,4,0,44.82,1,5,0,2
8.94,15,2,0,23.27,2,5,0,3
15.15,22,6,0,17.32,1,2,1,0
3.39,17,2,0,16.7,1,2,0,3
14.33,11,1,0,28.67,0,1,0,2
9.89,16,0,0,16.86,1,2,0,1
24.85,14,5,0,48.72,2,4,0,3
2.65,11,2,1,9.0,2,5,0,1
13.14,21,1,0,22.54,1,1,0,2
14.29,21,6,1,40.16,2,2,0,4
22.03,11,3,1,46.68,2,3,0,1
17.65,10,6,0,26.54,2,1,1,3
20.35,9,4,0,81.18,1,4,0,3
23.53,7,4,0,40.24,1,5,1,2
26.0,11,4,0,56.31,1,4,0,3
10.1,14,1,0,20.66,1,4,0,0
16.6,22,4,0,30.17,1,3,0,1
25.36,19,2,0,78.69,2,3,0,0
29.69,12,3,0,61.1,2,5,0,2
26.8,6,4,0,45.5,1,2,0,0
11.77,20,1,1,32.7,1,4,0,0
6.66,8,3,0,24.89,1,2,0,1
15.19,7,4,1,45.06,1,5,0,1
22.51,15,0,0,49.0,1,4,0,4
15.28,16,4,0,21.07,2,2,0,0
15.01,8,5,1,50.0,1,4,0,1
25.31,12,6,1,60.65,1,3,1,0
11.48,13,2,0,22.69,1,3,0,0
25.93,18,3,0,72.69,1,1,0,2
12.8,18,2,0,45.9,2,5,0,2
10.52,17,0,0,30.05,2,2,0,0
14.17,22,0,0,38.34,0,4,0,2
23.11,17,5,1,49.45,2,1,0,1
4.65,18,2,0,16.47,1,5,0,0
6.7,17,3,0,29.16,1,5,1,2
28.59,19,0,0,85.46,1,5,1,1
6.09,12,0,1,9.98,1,2,1,0
17.46,18,4,1,71.7,0,3,0,0
17.8,11,5,0,22.38,1,1,1,2
15.2,9,6,0,31.52,1,2,0,1
19.7,14,1,0,38.69,1,4,0,0
7.66,21,6,0,12.55,2,2,0,0
17.03,9,6,0,49.56,0,4,0,4
11.79,11,0,1,28.44,2,4,0,0
20.19,13,3,1,56.08,1,5,0,4
5.1,21,3,0,16.23,2,2,0,4
17.56,10,4,0,56.27,1,3,0,1
6.37,15,3,0,19.32,1,4,0,3
9.08,18,4,0,36.05,1,5,0,4
7.34,19,0,0,22.46,1,3,0,1
6.3,12,0,0,10.29,2,2,1,2
24.95,11,6,0,50.27,2,3,0,4
9.29,12,0,0,23.44,0,2,0,3
27.89,10,0,0,85.19,1,4,0,2
29.13,17,1,0,68.82,1,1,1,4
17.57,11,5,0,33.4,1,1,0,4
5.15,6,6,0,15.78,2,4,0,3
11.86,9,6,0,24.1,0,3,1,0
24.13,17,5,0,49.31,1,2,0,3
11.65,20,1,0,21.03,1,1,0,1
3.52,8,0,0,12.26,1,2,0,1
17.15,13,3,1,44.68,2,4,0,3
25.51,16,4,0,61.75,0,3,0,3
24.08,21,6,0,42.75,1,2,0,3
6.08,14,5,0,17.1,1,3,0,3
20.51,8,2,0,52.69,1,1,1,3
7.39,10,4,1,36.47,0,2,0,4
7.33,19,2,1,36.77,2,5,0,2
26.35,20,2,1,58.24,2,1,0,1
8.24,11,6,0,15.82,2,3,0,1
8.63,9,0,0,28.32,2,4,0,2
1.02,13,2,0,8.33,1,5,0,3
26.25,10,0,0,66.94,1,2,0,2
23.99,18,1,0,75.14,0,1,0,3
19.19,21,3,1,47.48,2,2,0,1
22.76,6,2,1,46.22,2,2,0,0
5.41,18,6,0,14.08,1,5,0,1
14.29,16,3,0,31.81,2,5,0,1
11.19,13,0,0,21.4,1,5,0,0
3.72,13,2,0,11.76,1,5,0,2
15.1,19,4,0,56.98,1,4,0,4
27.7,18,6,1,92.34,1,3,0,3
2.16,8,1,0,13.05,1,5,0,3
9.45,9,5,0,17.18,1,1,1,1
7.02,20,1,0,11.04,2,2,0,0
7.91,20,2,0,18.05,1,5,0,1
27.34,18,6,1,56.15,2,1,0,1
14.57,14,1,0,30.87,1,4,0,2
14.52,15,5,1,39.39,2,1,0,3
23.06,17,4,0,60.34,2,1,0,4
5.48,19,3,0,15.36,2,4,0,0
15.13,6,4,0,36.57,1,4,0,4
13.47,19,1,0,33.29,1,2,0,0
18.31,19,5,0,50.08,1,5,0,3
29.99,13,3,0,49.1,1,1,0,2
23.31,21,6,0,52.66,1,3,0,4
12.54,19,5,0,26.71,1,3,0,0
25.0,6,4,1,61.62,1,2,0,1
5.95,21,0,1,17.46,2,3,1,3
1.88,12,0,0,6.42,1,2,1,2
6.93,20,3,1,20.5,2,5,0,1
10.87,22,3,0,20.18,1,2,0,2
15.81,18,3,0,53.84,1,4,0,0
18.84,14,0,0,36.45,1,4,0,1
27.41,20,4,1,76.54,2,4,0,2
15.79,8,3,0,64.26,2,4,0,3
15.54,6,0,0,36.2,2,4,0,4
2.46,21,3,0,12.8,1,4,0,4
2.01,13,3,0,6.09,0,4,0,1
16.98,18,5,0,42.57,1,4,0,3
13.71,13,3,0,34.08,1,4,0,3
25.34,22,0,0,56.59,2,5,0,2
5.66,19,4,1,23.82,2,4,0,1
1.72,12,0,0,8.77,1,2,0,3
14.02,20,0,1,41.56,2,5,0,2
7.89,21,3,0,21.58,1,3,0,3
2.44,11,5,0,5.96,0,1,0,1
22.01,6,2,0,51.44,1,5,0,3
4.24,17,6,0,15.88,1,4,0,3
18.64,21,2,1,56.38,1,5,0,3
9.15,17,2,0,35.69,1,1,0,4
6.03,18,0,1,16.37,2,1,0,0
12.01,13,3,0,27.57,1,4,0,1
24.24,6,6,0,56.63,1,4,0,4
12.37,12,2,0,21.74,1,2,0,0
22.77,20,1,0,36.62,2,1,0,3
4.64,18,1,0,19.23,1,4,0,3
23.41,18,1,0,61.15,2,1,0,4
7.87,14,4,0,17.2,1,2,0,2
20.64,20,3,0,39.02,1,3,0,1
17.41,9,0,0,54.14,1,1,0,0
27.95,18,0,1,124.06,1,2,0,3
12.23,17,3,0,40.68,1,2,0,1
2.92,10,5,0,10.79,1,2,1,3
1.56,12,6,0,8.56,1,5,1,3
24.98,13,5,0,50.34,1,4,0,3
16.22,10,4,0,54.05,1,1,0,1
23.48,14,3,0,54.2,2,5,0,4
7.8,19,5,0,12.79,2,1,0,1
11.01,17,6,0,27.35,2,5,0,1
1.87,9,4,0,11.29,1,4,0,2
28.88,13,2,0,55.94,1,2,0,2
20.37,22,2,0,34.28,2,1,0,4
28.06,13,4,0,55.18,0,2,0,2
8.7,6,3,0,23.27,2,4,0,4
18.73,7,2,0,30.1,2,1,0,3
20.68,9,3,0,75.27,1,3,0,3
10.21,6,5,0,23.02,0,3,0,1
25.6,12,2,0,34.19,2,3,1,3
28.47,6,6,1,52.67,2,4,1,2
26.66,14,6,0,46.04,2,3,0,0
22.43,8,5,0,50.95,0,1,0,1
9.05,17,6,0,28.81,1,3,0,4
9.17,20,3,0,22.12,0,1,0,3
28.94,21,3,0,63.89,1,4,0,1
1.3,15,6,0,4.22,1,2,0,1
21.77,11,1,1,54.53,2,5,0,1
21.48,22,4,0,47.5,1,3,0,3
19.06,22,0,0,46.57,1,5,0,4
29.71,16,4,0,46.56,1,2,0,1
10.04,12,6,1,21.51,1,4,1,1
10.86,15,3,0,20.84,2,4,0,1
3.29,12,3,0,9.53,2,2,1,3
13.84,10,4,0,52.69,1,5,0,2
8.57,17,3,0,27.41,1,3,1,4
10.96,21,5,0,17.32,1,1,0,1
25.2,8,2,1,109.66,1,4,0,1
28.13,20,3,0,45.75,1,2,0,1
6.39,10,6,0,22.05,1,5,0,3
11.8,18,6,0,20.82,2,3,1,2
27.93,17,4,0,107.29,0,5,0,1
2.79,10,4,0,10.69,1,3,0,1
3.68,11,4,0,11.68,1,1,0,3
5.72,12,6,0,12.74,2,1,1,4
18.26,15,1,0,34.73,2,2,0,4
5.36,21,6,0,11.26,2,2,0,2
29.07,13,5,0,58.54,1,3,0,4
13.95,14,6,0,25.46,1,3,0,1
15.54,9,5,0,36.65,2,3,0,3
8.15,13,6,0,16.24,2,3,0,1
14.66,12,6,1,36.21,1,1,0,1
20.2,20,1,0,34.61,1,2,0,2
22.78,8,5,0,53.07,1,2,0,4
22.86,22,1,0,48.55,2,4,0,4
17.76,16,5,0,36.69,1,2,0,4
27.23,14,1,0,42.75,1,2,0,1
24.7,10,1,0,81.94,2,5,0,3
22.95,15,5,0,52.51,2,5,0,3
2.61,20,1,0,7.0,1,4,0,1
1.2,19,6,0,2.71,1,3,0,0
7.16,9,5,0,20.53,0,4,0,1
20.24,7,1,1,55.98,1,4,0,4
12.92,17,6,0,24.23,1,1,0,1
12.67,6,6,0,22.01,1,2,0,0
26.65,10,4,0,64.01,1,1,0,1
26.97,11,0,0,64.99,0,2,0,4
27.37,16,5,0,52.98,2,4,0,2
10.1,13,1,0,20.02,2,2,0,3
21.04,12,4,0,40.94,1,3,0,0
8.88,9,0,0,23.94,2,3,1,2
6.53,11,1,0,18.45,1,4,0,3
6.35,21,0,0,16.61,2,5,0,2
10.92,20,5,0,21.12,1,3,0,1
13.47,19,6,0,30.62,2,4,0,1
25.1,17,6,0,46.35,1,1,0,3
4.48,17,0,1,23.3,1,5,0,3
22.31,21,6,0,37.38,2,3,0,1
16.41,20,2,0,37.14,0,4,0,1
9.35,18,3,0,38.17,1,4,0,3
15.29,16,6,0,21.98,1,1,1,3
9.7,22,2,0,19.18,1,1,0,3
18.29,20,5,0,44.77,1,5,0,4
13.58,19,5,0,32.89,1,3,0,4
5.77,15,0,0,13.09,1,4,0,1
4.38,17,6,1,20.55,1,5,0,4
16.85,21,6,1,40.64,2,5,1,0
27.17,20,6,1,55.39,1,1,0,1
10.97,15,4,0,22.39,1,4,0,0
22.26,9,1,1,79.52,1,2,0,2
20.1,14,3,0,24.9,2,1,0,0
28.02,14,6,0,57.47,2,4,0,2
24.81,16,1,0,55.76,1,5,0,0
17.43,16,4,0,29.33,2,5,1,2
20.05,12,5,1,52.75,2,3,0,2
27.05,15,3,0,32.62,2,2,1,1
12.59,9,2,0,40.31,1,1,0,3
10.48,10,5,0,26.8,1,3,0,3
1.31,10,5,1,5.19,1,3,0,1
24.97,16,0,0,53.17,0,2,0,2
24.23,14,4,1,60.97,0,1,0,3
4.03,21,0,0,12.24,1,1,0,3
17.73,14,0,0,24.04,2,5,1,0
14.46,9,1,0,48.33,0,1,0,4
4.44,7,5,0,11.38,0,3,0,1
29.44,19,4,0,78.15,2,5,1,4
7.23,8,0,0,22.87,0,1,1,2
2.95,11,2,0,5.34,1,2,0,0
18.25,16,3,0,41.28,1,3,0,3
22.43,17,6,0,47.83,2,4,0,0
1.94,10,4,0,7.06,2,2,0,1
20.1,14,1,0,34.8,1,2,0,2
